epoch,train_loss,val_loss,fold,train_end
1,0.021338769234716892,0.006612148834392428,0,2003-01-07
2,0.0057677557226270436,0.0028621802339330316,0,2003-01-07
3,0.003528407425619662,0.0023090242175385356,0,2003-01-07
4,0.0027301871334202586,0.0015965482161846012,0,2003-01-07
5,0.0021775650908239185,0.001604364049853757,0,2003-01-07
6,0.0020221977960318328,0.0016992869786918163,0,2003-01-07
7,0.0019614360062405467,0.002052722091320902,0,2003-01-07
8,0.001874948397744447,0.0015784016868565232,0,2003-01-07
9,0.0015751874656416477,0.0017446025740355253,0,2003-01-07
10,0.001598345534875989,0.0016266973980236799,0,2003-01-07
11,0.001334091939497739,0.0016785232000984251,0,2003-01-07
12,0.0013532665907405317,0.0015314988559111953,0,2003-01-07
13,0.0012182740028947592,0.001536376599688083,0,2003-01-07
14,0.0011041493795346468,0.0015065926418174058,0,2003-01-07
15,0.0009365613339468836,0.001436636404832825,0,2003-01-07
16,0.001037779200123623,0.0015068862412590533,0,2003-01-07
17,0.0009544976812321693,0.0015163723437581211,0,2003-01-07
18,0.0007942468684632332,0.0015163515054155141,0,2003-01-07
19,0.0009015250543598086,0.0015111584507394582,0,2003-01-07
1,0.024212643426532548,0.004128644068259746,1,2003-07-09
2,0.007589805754832923,0.0011933313799090683,1,2003-07-09
3,0.003521367732901126,0.0014263392658904195,1,2003-07-09
4,0.0032318411006902656,0.0015069950022734702,1,2003-07-09
5,0.002787637369086345,0.0010774999973364174,1,2003-07-09
6,0.002391571363356585,0.001022716925945133,1,2003-07-09
7,0.002173322602175176,0.0011595241376198828,1,2003-07-09
8,0.002181047515477985,0.0009293556795455515,1,2003-07-09
9,0.002085256176845481,0.0008169879438355565,1,2003-07-09
10,0.001666172834423681,0.0010941087384708226,1,2003-07-09
11,0.0016175845133451123,0.0008872154867276549,1,2003-07-09
12,0.0015591447687863063,0.000822339701699093,1,2003-07-09
13,0.0014049634143399696,0.0008568104240112007,1,2003-07-09
1,0.023265818732657602,0.006412610799695055,2,2004-01-07
2,0.0050280597310380214,0.0009560849284753203,2,2004-01-07
3,0.003456655257780637,0.0008933201897889376,2,2004-01-07
4,0.003944547298098249,0.0008824238223799815,2,2004-01-07
5,0.0029721406255183475,0.0008277497060286502,2,2004-01-07
6,0.0024904828585152116,0.0009234032671277722,2,2004-01-07
7,0.002173028538761303,0.0010145262349396944,2,2004-01-07
8,0.00211296634682055,0.0012284212668115895,2,2004-01-07
9,0.001833713097896959,0.0012419734460612137,2,2004-01-07
1,0.01751040294766426,0.0019858082135518393,3,2004-07-09
2,0.004385384606818358,0.0016185968803862731,3,2004-07-09
3,0.0028457665195067722,0.00056852360527652,3,2004-07-09
4,0.002295958056735496,0.000573840729581813,3,2004-07-09
5,0.0021017735668768483,0.0006144711708960434,3,2004-07-09
6,0.0018589849195753535,0.0005230390524957329,3,2004-07-09
7,0.0016078387309486667,0.00048614498033809167,3,2004-07-09
8,0.0016414246366669735,0.0008145590351584057,3,2004-07-09
9,0.0015363365799809495,0.0004064007371198386,3,2004-07-09
10,0.0012320221867412329,0.0004238315935557087,3,2004-07-09
11,0.0011658326101799807,0.00043404817309541005,3,2004-07-09
12,0.001083309572034826,0.0005046735265447447,3,2004-07-09
13,0.0011304864931541184,0.00047610401331136626,3,2004-07-09
1,0.015215600073775825,0.0021716026046002903,4,2005-01-06
2,0.003604586873039165,0.0004576387194295724,4,2005-01-06
3,0.0025782034294131923,0.0003812653206599255,4,2005-01-06
4,0.002323136178721838,0.0003608887006218235,4,2005-01-06
5,0.0020872094284962207,0.0008197305238960931,4,2005-01-06
6,0.0017293977263547918,0.00040197746905808646,4,2005-01-06
7,0.0014505915288977763,0.00041325501903581124,4,2005-01-06
8,0.001520062331110239,0.0005070165304156641,4,2005-01-06
1,0.020570338875251382,0.0012172149145044386,5,2005-07-08
2,0.0032704175131297425,0.0005615933368972037,5,2005-07-08
3,0.0023461700306813184,0.00040418720891466364,5,2005-07-08
4,0.0021401375408076043,0.0003892397289746441,5,2005-07-08
5,0.001923039720981921,0.00037138195693842135,5,2005-07-08
6,0.001683194214772237,0.00039893829671200365,5,2005-07-08
7,0.0017138803132662648,0.00046124977234285325,5,2005-07-08
8,0.001588421708316003,0.00041740922461031005,5,2005-07-08
